序号,标题,原始链接,真实链接
110,为这支“北师大研究生支教团” - 雄县人民政府政务公开,http://www.baidu.com/link?url=fQQLXnjcUqoRfrOPgxi9fZxSPOtuBTgtuERG-OK2EYv2vLIOWSzbC2gMakDCvFVt9IvpKQh4g9wsInM6b1UxWY8SYC5uV59OOOlqvM7GgZ_,http://xiongxian.gov.cn/zwgkcontent-888888652-61076.html
111,讲座回顾 | “职在必得”就业系列讲座——支教保研分享会专场,http://www.baidu.com/link?url=_hN9BOgYVNGhUsty4lfJTRQZvMBX59afEre3BWLDZpmwPrSo95RL46ERpNu7wvGKd_dxamXOgnOWxHXt0xlW31Gqe3L3Dvg3QB4O-KQmfUu,https://sjc.bnu.edu.cn/xwdt/xwzx/5244048630534956869603c63daf6ba8.html
112,“是毕业也是梦想的开端”——北师大基础教育学校“筑梦人”的故事,http://www.baidu.com/link?url=-_bamnrW8tAA46Kns2Ql9Ac_2GLQR-72MFsRZLjdLpwVSwelCl6hq442z2l6weqCwcq2aJj-1c1bh0w4yLry7KxqSHPABct-sB4kDCiLDme,https://news.bnu.edu.cn/zx/bsrw/40d17047ba2346a49d7910c689c06e09.htm
113,北师大附属实验中学初中生自发赴广西支教扶贫,http://www.baidu.com/link?url=rw3YX3tQ0IsUycGoX5Ovy5Fq1iqZ0aPNSKmnk3TlThC0VPuvPnrF4W3SdEAjEOICHKzYBQfSdKQTzZRlv78jaK,http://www.ahbagy.org/display.asp?id=3518
114,我们在夏枝繁茂时见面——北师大暑期支教安徽阜南于集中心小学,http://www.baidu.com/link?url=cgSsIlbKJgIOpidyKt53Lh7paM-kuzR4PuWr53ZJPR3ocjd9RRUBqT40WCSs0-qF,https://www.douban.com/note/725021449/
115,为梦想“北漂”11天!她以专业第一保送北师大_澎湃号·政务_澎湃...,http://www.baidu.com/link?url=_JlaK5Bn95Bl3_I6Am_0ViUuGKyle88FdX7VEoK05ewoE7L6fN4ZNsi75SMuDMwtYVBvpd1HBdd9hG3JtgCOTq,https://www.thepaper.cn/newsDetail_forward_2473562
116,#互动·京师# 分享一下线上支教的趣事吧! ... 来自北京师范大学...,http://www.baidu.com/link?url=cgSsIlbKJgIOpidyKt53LcmadWCoRpfC6oZA8xPkFhTUsU_Jc8fbMHxRykF5VYEQ,https://weibo.com/1875088617/LDlbni7dQ
117,北师大学生社团暑期社会实践与支教活动全景,http://www.baidu.com/link?url=cgSsIlbKJgIOpidyKt53LczOMjADmlKOcGtz6Lhz9KE_tkubI2XYRMZU5noL8BRYAVvJmav5tXn4hftRLEQkWEYQw8pzLoPj7gb31uiSrXi,https://baijiahao.baidu.com/s?id=1829777436711449039&wfr=spider&for=pc
118,北师大赴贵州支教活动顺利完成_光明日报_光明网,http://www.baidu.com/link?url=6UVKvLGYHDj_my3FWQ0bAcOED4lIPa9gIQduDPsOL_8RZB1FYXGmQ0Hlnr-Oa_DhVgRGYidBwwwukdnsedv4mtuP2B82ACjRZ4Okls1MyM_,https://www.gmw.cn/01gmrb/1999-09/22/GB/GM^18187^6^GM6-2214.HTM
119,北师大源梦支教队在广宗二中开展暑期支教-地方频道-河北共产党员网,http://www.baidu.com/link?url=N7tPsjNrpRHkZIO9pARTjBLOp97cGfFyvvpenR7iVP2K0DtScqJuXucXcQZL5iLewliwWOsPJj_Qoq2pTG3MZQeSBK2w0vKImc7rrGCZJCW,http://www.hebgcdy.com/dfpd/system/2022/08/08/030601763.shtml
120,关于毕节一中老师朱启平的事迹 - 百度知道,http://www.baidu.com/link?url=rw3YX3tQ0IsUycGoX5Ovys2QsI-F39f1J7JmbBHlhreenjABUFhG8pdXAz96gjupvhQs4WQoCr5zBHgYJUNmo54dLFgq6euijBdICPnpnfq,https://zhidao.baidu.com/question/424557854707413132.html
121,【实践】北师大心理学院心羽心飞心灵成长营赴四川汶川支教活动...,http://www.baidu.com/link?url=N7tPsjNrpRHkZIO9pARTjHSsx62qErZZgQ_P3-qzqXsrDdkiOFE1uTmG3KpEQTOib5sXrozv7DJ9WjxEuPJHpjVTB9m9cCUEQALmq45DURyAR7wRkHZH48PJ8KI-hhjG,https://psych.bnu.edu.cn/xsfz/sjcx/xwdts/e254525c00c544dc89e70d69d08f451e.htm
122,支教阜平留下一生值得骄傲的故事_河北新闻网,http://www.baidu.com/link?url=BwNYoyaS8_pF7PajkgZonECpOU5Lv3INZKzZZRTroZNihmRcXCEWQLWWoxmX2D14OmZ0FdAC3Smy2J8SoWy4uofaDh7hooSj7UT6kOhDCwq,http://zhuanti.hebnews.cn/2014/2014-04/27/content_3906350.htm
123,北京师范大学80后思政课教师温静:有如时雨化之者,http://www.baidu.com/link?url=fkoRiZmaUFrDDnyBAcyuwzUxa-gj-EYWeMbnl_AkPL1UCE9aPAHIzcS6xFncTbE0d5Czu9yRutJH07C-Xl0TBdXp-vIwgIJ3qtufs7Mi1Pu,https://baijiahao.baidu.com/s?id=1631475149319728709&wfr=spider&for=pc
124,"支教感悟之当我去支教,我才真正理解-实践故事-首页",http://www.baidu.com/link?url=OOUZahnxdLIM78-QdQnaiHeB0lUXuHtJ05CyvEG0lOlRpKBDdLqQkyNUoMeXtfTY-bem5t9y49XfL8JyX8EeF3qB6bTQywxcaYZfKeLaN79LsoZRmxeiwCbsD0LtoVJE,https://psych.bnu.edu.cn/xsfz/sjcx/sjgs/f837570cb8ba45c99af5f071f3d61bb9.htm
125,暑期实践故事 | BNU追光者支教队-实践故事-首页,http://www.baidu.com/link?url=OOUZahnxdLIM78-QdQnaiHeB0lUXuHtJ05CyvEG0lOlRpKBDdLqQkyNUoMeXtfTYzgLOpokSGcx8l6fOd5eYLheZPghS0VrzwEVhYCkfpXbpsqsBuDgSzZhnSMY0T6iJ,https://psych.bnu.edu.cn/xsfz/sjcx/sjgs/b9bbfcd8751444dd903200d9852281be.htm
126,...开展线上志愿服务活动-北京师范大学新闻网,http://www.baidu.com/link?url=fkoRiZmaUFrDDnyBAcyuwztm3OZMiLrDal_a8Xoo73LiuAwZzvbOCsbTHfd8CC_4coJsVz2pikkxk-dOKpto-a,https://news.bnu.edu.cn/zx/ztxw/jjdyyqfkzjz/115971.htm
127,"助力乡村教育,教育学部党员师生赴广西资源县开展支教活动",http://www.baidu.com/link?url=hkkjqR80oxMQw-K0gR1VATVij0vNxdt93T4fmTsTNWP3HtUXEIKR4pIQvtrgrvo7qawKGymtqa_UgmSJXr3CkK,https://fe.bnu.edu.cn/html/1/news/20230727/n7508.html
128,外文青春支教行 | 北师大E·Joy暑期实践队赴山西运城平陆县实验...,http://www.baidu.com/link?url=fkoRiZmaUFrDDnyBAcyuwzXG-Wr4GnF7ZEDJnFNZbPcngXvAIOjAeqRVJg7gILWEkpMOYkKLt16pluS0BGsxQTezXxadYsiRy0RHmgdlPtekVjEeoSekmick6_qyTXUoS28H9upJ_Tivt-glYrOrECJm8Klu4IGRyyMukd8LhrqZ8xW1m7VTTV7B5YBJE8J0Ye7ZNpHIcBFjL5OUksxIlql0N0gBchyCkd27OgoVtICX_2jAfmXM61THFuPzLscM0ZIITK3fy601scsGPdqaUa,https://mp.weixin.qq.com/s?__biz=MzAxMjAwMzM0Nw==&mid=2650450326&idx=2&sn=d8b5831c2aed4ed72e9f02731400576e&chksm=83b678eab4c1f1fc388dc6b92363b83cb5cead7e55916a9998c15b249ec22c10d2dd2d1d2159&scene=27
129,北师大附属实验中学初中生自发赴广西支教扶贫-公益时报网,http://www.baidu.com/link?url=1zRqOHAUzXfs88IC7RLYCZYIDsLUQ6HsTzXbcvKTfhyLk10tJqQ-fqzTCm9IgJDVCMuqvvapn5rACbJt1J_21aHxRShCwUGx4uyo0oZBi8q,http://www.gongyishibao.com/html/gongyizixun/14458.html
130,北师大专家教授赴陕甘地区开展志愿服务、教育扶贫活动,http://www.baidu.com/link?url=apvvKIX8Z_Xn8u-PYbshobyPkPJyIFZvdxzLSTVpWqPaCubi4ZP4h3BZrTHHQwUrAAohPfbBLCq4qVgdTpCXPK,https://news.bnu.edu.cn/zx/zhxw/110845.htm
131,以赛促教丨第十届暑期支教精品课程大赛决赛成功举行,http://www.baidu.com/link?url=fkoRiZmaUFrDDnyBAcyuwzXG-Wr4GnF7ZEDJnFNZbPaVX1l2rvz-ZpOQWkzqxSzRtmZNcralfs-zyjgb-COEhXhRi9Y9d2GHQmPfv4kVuOGDkioNmafwkJhsu8ndy3mGjreoAFZkPr9z_N7ou5l8yYgVl_Lk2E2x2hkFNEAQOFc6mmL4oKZxTDfCWp0wMqjhCbeIrmAOfJWVaaHdwJGeovorHYF3rD_sPh2NHZWk5tqtBHgx2495bR7xeHAb_mXWEdovaiuqu6C5Mul0HJ0dAK,https://mp.weixin.qq.com/s?__biz=MzA5MzMxMTExOQ==&mid=2652122327&idx=2&sn=0e4dd7cac1032c4882a97eb13dc428a9&chksm=8a1789887ecc4a3dcb17085efe5497fbd4a87ded3cfae110f1750c7b71059906cf85ea537f78&scene=27
132,共青团北京师范大学委员会,http://www.baidu.com/link?url=SUQer2xv_BFNmiuotImRla8q8xcinPz6P5zlo_L21SWl9JZtvBhCsuEbTZZeBYd4XECUWYgZRPHE-t5Bnruqg3zy7wZVJtAMnj3YWjq43IK,https://youth.bnu.edu.cn/tzgg/f2ff343ed0d44e118940fc7548375830.html
133,团市委携手北师大支教志愿者陪伴新市民学生快乐过暑假,http://www.baidu.com/link?url=2t7SOPVE6SH_zXU2HTWnWADdSrWaL81jgWpp-3yiHC44k4S-Z9d4Rt0ZkQE5NDch1c70Mp3miVJAMG2ZFa7Gr_KI08Bmimsw7j7YCbwB0saeBb1vLu4YUJ0KF8r6kLpKMdwBnt4Y83Lta-Zt09_-LHZLPKAnboYMIJTVv8DQ-0iqyZAzRrIB3U2Oi8yd_-G3lTj_ntbAVCNgGCUlC7H0TZQNn9RIvS7JGW8yOc2GKvtOZ1HvYnaR104kGhfqKZjPUmDRhjSZsMUVnlekbRrXw_,https://mp.weixin.qq.com/s?__biz=MzIzNDA2ODQxNQ==&mid=2649802450&idx=6&sn=07ef7aad04d1ef2db20de6b56ee5d711&chksm=f0f86602c78fef140dea474c9a656db163abd82bb89a3c85de13e3fff4f8c30f8317c647ca96&scene=27
134,"青春,在祖国西部飞扬——记连续12年支教扶贫的北京大学研究生支教团",http://www.baidu.com/link?url=4tlsoH-WUEXvf01oAkZIZ9bTdXx_ESYggTUB0MVAnHJbhlVra3z2442OCozMf5mt9g5mcBulDNcFOSLHDxkq5_,https://news.pku.edu.cn/mtbdnew/284-201834.htm
135,【活动】“生涯规划”暑期支教培训讲座顺利举办-新闻动态-首页,http://www.baidu.com/link?url=mYpGds9XucsnIBhS9zNrY5MO_3EW3-Gg1b4qCTcnA5fnp9iE6iTmwle4qI6otP05HcNo6s6L1kpYhxtSpsKwvAIULztmgxCDXxfN_IUUJ0YFVGLqK4WBQ39fIrUNB96C,https://psych.bnu.edu.cn/xwzx/xwdt/2afea415c4044640b4eb3bfacb9efd02.htm
136,北京师范大学研究生支教团_大学生志愿服务西部计划_中国青年网,http://www.baidu.com/link?url=mYpGds9XucsnIBhS9zNrY5MO_3EW3-Gg1b4qCTcnA5f0mZ4hF91EAgNutz__QalELM6Nw1OHRtTP6wFbnJxud_,https://xibu.youth.cn/jyjl/gxlz/zl_342/
137,...北交大、东北师大的扶贫故事|教育脱贫攻坚微视频接力 - 微言教育,http://www.baidu.com/link?url=2t7SOPVE6SH_zXU2HTWnW2yHnuM-zaYn4IatQhB5YWzdNu5yvIy0Zh2I6k_JVApiYQKsv9Qm7KhhvdJUA8dDUmQHFoBsTN9ZxdodARjHrn3,https://baijiahao.baidu.com/s?id=1692457224693414482&wfr=spider&for=pc
138,灵璧一中夏令营:共享学习与成长的新体验,http://www.baidu.com/link?url=2t7SOPVE6SH_zXU2HTWnW2yHnuM-zaYn4IatQhB5YW5CE1xiTjw5hOqodRSMlk_tfw4lXiZhHdO6nDdTuwpybO7Lw_yVMIBI5_4K8iuWKIu,https://baijiahao.baidu.com/s?id=1830509337001355502&wfr=spider&for=pc
139,"“青春有为,强师有我” “电影下乡——新时代大学生美育支教行...",http://www.baidu.com/link?url=jKE-WgRx4iKbmNBRjnbM6xT1TPGjLEmrpJ5UNypFBuJqZxwXFFpQHAhcAamLroDuZEhlvWGVaHfFsbr5WNV-Wa,https://news.bnu.edu.cn/zx/zhxw/128779.htm
140,北京师范大学在二郎镇淝南小学开展支教活动——安徽党媒云| 乡镇融,http://www.baidu.com/link?url=X1qD8Mk6EmiPF10cAkjBvdkOoleLHSzWNbWSeohi4gx0JUeEaOCFaQ1LtgYuU5oQUhm9XX6A_iRZVjDRokqdf89oO6KmPbgHEZfpcphIh1m,http://www.ahnews.com.cn/township/pc/con/2019-07/22/1382_125749.html
141,北京师范大学教育学部,http://www.baidu.com/link?url=VbLTqhY8dTz0BHeuO82Rq4gYpo9faaB27bVisFrn38w5tr2e2Y4nVZ2f4n4Bh-PNgiNGyTS76EdMxz7tWOmLOq,https://fe.bnu.edu.cn/html/1/news/20230605/n7420.html
142,"北师大研支团:梨花映赤浪,坐标向星辰_大学生志愿服务西部计划...",http://www.baidu.com/link?url=0HWt1om9dr6GdGCNoJPVx4uWny9fhXWa9MzjrTdb4E2EpMuieAL1hXWHNWE2wrUa-2XXReZfPEkmj47z8wTh04E_2kCFXrejskEPKjL5fdm,https://xibu.youth.cn/gzdt/gddt/202505/t20250519_16008939.htm
143,"北师大研支团:梨花映赤浪,坐标向星辰——中国青年网",http://www.baidu.com/link?url=0HWt1om9dr6GdGCNoJPVx4HEThAz3us9BrN-5IZ9-JOcy-D8o8YkkTgiWy-4HzRVtkDAIT5VJ5PAjdmQYYac3iF4eNUvfQ7eKunJlWPqeFf39BVNf_jJQMkz8i67zT98UVa2y_iugzN3IXmg4LXvGq,https://t.m.youth.cn/transfer/index/url/xibu.youth.cn/gzdt/gddt/202505/t20250519_16008939.htm
144,总书记回信的北师大“优师计划”师范生:为基层教育贡献新鲜力量...,http://www.baidu.com/link?url=rVgwWwCDd_8GoXx1qZMMNkm34TOR2dMy0eucHTax0hSY6uF3nyoSDrlHXUgQt4d0KyP5e_XuCoNnZJ76oWKqIa,https://news.sohu.com/a/814679740_114988
145,北师大岩口支教队队长朱启平的青春故事 - 中华人民共和国教育部政府门户网站,http://www.baidu.com/link?url=S2jKZtQ_nMMJ9Rpk1Wbu7Lbbr5v6rMRGuq3WqggVMgEJoy00B7qeGvezGZU9KZZQ2XLVE2rkzyH9W6tlsxO6hg4bMSwsXsIYSwPwPrxtApS,http://www.moe.gov.cn/jyb_xwfb/s5147/201305/t20130502_151458.html
146,怀揣教育热忱扎根基层——北师大学子入职大凉山越西中学背后的故事,http://www.baidu.com/link?url=cswAdPWOkwQ_FsJzDX9lDOwzV_9xPc8siXLocyVj1LsdC-aOyUHy6NuEPr7nWSrxzsdLpe9SlDViMM-OM5G3-y5LdWAR4o8NTOaHLZhrAAq,https://baijiahao.baidu.com/s?id=1805398129990576942&wfr=spider&for=pc
147,"BNU研支团丨木铎金声,滋兰树蕙,我们的支教回忆 —— 张得胜:保持...",http://www.baidu.com/link?url=fVGyMNTOC3e7hIVgllh72Xg02nbjQvWxFvuDim_3J_wZg0yhRZZDhYioSn-soxZlSP5zmpleJ7vPmJGiddh6j1yn9sX6AW6UbATaS_O06cs3uNOyK37gnwd9HWSdqi4zlrFJhhU_A5QVe_kfWPQoB5Bh7R7jdYl6eSlq1OYWQgeTS6kF-Pmjqfd5T3BxseoKbqH-KXXAqC8VD0nJf3k9Y0ZeoSvBwS_4AB-UDUOCX6s1lFQzx_Sdm75at4ccpSbIPE9t9wYTbdggRhxj86mCla,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2651961484&idx=3&sn=93e0168fab9254d1fd013ff6308fd6fe&chksm=8b6d4378bc1aca6e4c3a466be17bab1f3c58d24e1904becf7049596c18466392e08090ae9c07&scene=27
148,"BNU研支团丨木铎金声,滋兰树蕙,我们的支教回忆 —— 沈艺琪:十年...",http://www.baidu.com/link?url=fVGyMNTOC3e7hIVgllh72Xg02nbjQvWxFvuDim_3J_wZg0yhRZZDhYioSn-soxZlSP5zmpleJ7vPmJGiddh6jCSrmVm_qLQk-IgrbbsQe3hkyUDBdTZoHWCP57P_Nga-itzsKTiHayrnv6phbB3To2i3-mmqyY2CxfltX4ScUcvexSxZOirqt7mSTKuxZlVVQeW7KlBC_DUx8uDrFKh9ARe2bIwFwxQFWnbIPiVFi_YpSZcttRGn1ih8C33mvOzezocNLFeQvTSJaDJwCYhC3q,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2651954444&idx=2&sn=561d5dd069d40582ad0aa73eb74a9a67&chksm=8b6d66f8bc1aefee50b4497a43024eecd4dc2af1423fd69d1736695127bc9260cbd1de5d76c1&scene=27
149,"BNU研支团丨木铎金声,滋兰树蕙,我们的支教回忆 —— 张宇涵:成为...",http://www.baidu.com/link?url=fVGyMNTOC3e7hIVgllh72Xg02nbjQvWxFvuDim_3J_wZg0yhRZZDhYioSn-soxZlSP5zmpleJ7vPmJGiddh6jBB50AYpsCr0SN1-q9oInU2wHWPWQEHsJtwkIEhWF88oMjet5DvXgliOTcV-oKMmzUz6mtN5TEMYBtbwehAfWfVduN_rRE2g13eLHIXMWuw3i1O8hpE1HYi_zRPW8MNEb_WQ1s3zBYyJxb3rvZ_sM2SdS9k57yNDwA_J129iOn2fMzYVg4W5bAmip0PtHsLfNK,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2651949204&idx=2&sn=c3c8915ecb98ac82d4ced08c835dc2d5&chksm=8b6d7360bc1afa769417c5f9564d06e4eba449bf1b04e9cc804c9d19bfb22cb0043c8f473b4d&scene=27
150,"BNU研支团丨木铎金声,滋兰树蕙,我们的支教回忆——郭芳杰:向着...",http://www.baidu.com/link?url=fVGyMNTOC3e7hIVgllh72Xg02nbjQvWxFvuDim_3J_wZg0yhRZZDhYioSn-soxZlSP5zmpleJ7vPmJGiddh6jFEBZgyB2WSAsgwWj1x0ltVSywpb7TcfpI1hFuZLo8iZZo6Gj_6bQ4BmEJrMoixaZKBot8205doOJaGsH0eAkhe_jUA_7VPOhWk3sGCE9E5EYO1QndbU6BcTzhslGoMsiOpqVmGnU0lEWXX1WzGlWXJ5tdJWdOjouq43zDUGJFq041CM6_hkfvTMEVJENhWJcq,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2651961365&idx=1&sn=61e99c115a24c7cd1a6d7159777e140b&chksm=8b6d43e1bc1acaf7008b3c743346a636b83656eab7be9df0ea3166a3a243e329a1f23c484ff2&scene=27
151,"...木铎金声,滋兰树蕙,我们的支教回忆 ——栾嵘:要有北师大人的担当",http://www.baidu.com/link?url=fVGyMNTOC3e7hIVgllh72Xg02nbjQvWxFvuDim_3J_wZg0yhRZZDhYioSn-soxZlSP5zmpleJ7vPmJGiddh6jFEI2kCbb7BUnQZsNUVBfYie4mrIJ8-Gz3k9nW80W5SSpMV-M8AzaLba38i8JxUjoFmgAT-ONxiGKQJGFYoxtJyXzgnIxS5oP2C_TkIBh8LlmMz4vREr8L83QMdhq-e321cLspPwnHQX0j6Lfwy9yE6H8sL6DOmBwY2_qLUXY3QzHbSAaUpQKJmIhZ5NM3D7KK,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2651941537&idx=2&sn=bd4c7c222c533773df8ad403d2128ca1&chksm=8b6d9155bc1a1843c2d471b11ff33b9a91523f3c6ed77d829ca04740547662a2ccb4d354c502&scene=27
152,"校庆倒计时19天丨木铎金声,滋兰树蕙,我们的支教回忆 —— 邹敏:从...",http://www.baidu.com/link?url=fVGyMNTOC3e7hIVgllh72Xg02nbjQvWxFvuDim_3J_wZg0yhRZZDhYioSn-soxZlSP5zmpleJ7vPmJGiddh6jHwZT4XAKaWPW92ZKIf9j5D0M6oi4mE8LXlneW7I_-Vi3HtvFjY08fvBUnplQJYxJL9OzZKLMVJJ_x46L9eURKjLwpVGNaZthV5b9TTsJEvdLqUVLCwvnMapzWyC36HGv-TyeJ-PShBevKqynY1K92DelquxdIe45cZCaKCNG916LLsVX0AhQ5Z0SrZ63VAAsK,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2651941106&idx=1&sn=d68a5aede3bb2c6f42c92e843f8359f7&chksm=8b6d9306bc1a1a10e7aeec7311d1b5404c4bbaa01400c4a2adb6ee5b67e112d109f1068b93f8&scene=27
153,"BNU研支团丨木铎金声,滋兰树蕙,我们的支教回忆 —— 马嘉旭:用心...",http://www.baidu.com/link?url=fVGyMNTOC3e7hIVgllh72Xg02nbjQvWxFvuDim_3J_wZg0yhRZZDhYioSn-soxZlSP5zmpleJ7vPmJGiddh6jDQJPiKQyNaOlHcG-j0Ot_T5PS7xyE5tvF7acz7ll_9HFRkoNM3w3qBLaaGPXHil25-BZNlVaG2wkvHx4HzmFXrVOg25IH26PEn4dOyZNfUY_hfoe57Qnm5RBUEQRhGrfHBJTnzPEyw3afw25VhvXpy5rWW_go9dAbXGh4uWT--JcJpjbQvCpO4FWxt5EBnPz_,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2651951175&idx=1&sn=33cadddc8c95961d700e2e96e0d1b08e&chksm=8b6d6bb3bc1ae2a5d26d9b631d36bf5411640720a07a85cbdf986adced3f82a2357ba8f9e7a8&scene=27
154,"校庆倒计时1天丨木铎金声,滋兰树蕙,我们的支教回忆 —— 孙尘心...",http://www.baidu.com/link?url=fVGyMNTOC3e7hIVgllh72Xg02nbjQvWxFvuDim_3J_wZg0yhRZZDhYioSn-soxZlSP5zmpleJ7vPmJGiddh6jIrLhvBbmWslxDkWIAIA8We_CXqH8zeJPWwJ-RKhhp3vKbmCT4-9TGNkQeGA-F7UJMGQVeAZKZqokOT0sSMG3EdSvpb3QTBcwu_BdwFU2NuzU3Bs78Q8Q5OTdm0_v70n4PKhSpjiOFJiAlwdqbgVb1XhbgI0yVOLJoRWZR3zvthkxHom3VA1b53OacB2iQfEo_,https://mp.weixin.qq.com/s?__biz=MzA5OTA0NTAxOQ==&mid=2651945156&idx=3&sn=84a318d2361da7c82f0985e68b4d6b84&chksm=8b6d8330bc1a0a26b97945d0bab81c5050572256a65cd82617d0814f3c55b8c77b121fc848db&scene=27
155,"青春有为,强师有我!北师大“电影下乡”暑期美育支教团深入中西部地...",http://www.baidu.com/link?url=Q4OW_9CuAnycblxZcdl1VaFr29BeA4NhR3GgihrNJnLZwKUvwPXPgTGzqqXsz9bo5am4g7u4Rj8Z4Llpgr4i_a,https://www.thepaper.cn/newsDetail_forward_24359750
156,古丽加汗:写在叶尔羌河畔的青春故事-北京师范大学,http://www.baidu.com/link?url=__7-wM2Pqf8vpKsZtPSi_5Oy1CwPlLGHS6CUOiA4syoGzclGF_l3N1g_KCkF9yGD,https://www.bnu.edu.cn/bsgs/87520.htm
157,"【新华网】“此生为师,青春无悔” 38年美丽芳华支教乡村无怨无悔",http://www.baidu.com/link?url=9ZdDcbPOReH5Xmac4WjtSHy245rQP-ne7ralKidpbVBncRZob27Q46slWPBaHCJHFGBDsYWjVm1EueRh23h6Mq,https://news.bnu.edu.cn/pt/mtsd/111284.htm
158,"暑期支教回顾丨 幼松教育扶贫专项行动,北师大学子在路上! - 澎湃...",http://www.baidu.com/link?url=7NO1I475KnmgaO94BfesDuZo9voZJ2_TEvgPEWhD5eHUrT5Y1Wa7ja3ufnTAXvdMuTucyAalI2jSjVqqQQA-eY9CUOfi8eEKKn1WGvXlsZu,http://baijiahao.baidu.com/s?id=1644049251449960540&wfr=spider&for=pc
159,找到了18年前的支教老师:用青春书写跨越时空的师生情,http://www.baidu.com/link?url=KNsDv3-UtHmJ4ncM_haQPckpHtX7BDAq1R_dYwF-br1mBPQ5kA9zlAXMm28plSOE3b7c6lq8NI7ub1NbP5zUU3NlPZUzOyAbEfTm52XgSIq,https://baijiahao.baidu.com/s?id=1793667636184917696&wfr=spider&for=pc
160,北师大岩口支教队队长朱启平的人生三道考题-教育频道-北方网,http://www.baidu.com/link?url=9ZdDcbPOReH5Xmac4WjtSDDK7J3xRbbrGKVltz3Vrf-n-Qm2nUIx5MLC7SpMJvrFtfpiScRvIDfqdZRVxns38kdaVTP_sDaHKwLy_YhJgK3,http://edu.enorth.com.cn/system/2013/05/02/010912396.shtml
161,...地理科学学部2024年暑期社会实践纪实 - 北京师范大学地理...,http://www.baidu.com/link?url=hv-_ud2KUJ1K7JGH6UVkA-owjDPMOPTqJq0nu6z3xf2CifmdPDESYg8tNYv9tqv84uZP1VumBuaNdaFn68UxsTh2bBXNdhRGTnuDqwNalWS,https://geo.bnu.edu.cn/xwzx/a6ef35e549fe45a4963381f655f6b45f.html
162,找到了18年前的支教老师:用青春书写跨越时空的师生情_辣言辣语_红...,http://www.baidu.com/link?url=utqx3ukVvXUr9Nf7QFJVGX5Vtdpk9LHCm9OKcsrj_OIZHhHvmmsd-9rU90f1zPqi3ZqwX1wNRkcWcTAQ78lZha,https://hlj.rednet.cn/content/646847/50/13636978.html
163,找到了18年前的支教老师:用青春书写跨越时空的师生情-今日科学...,http://www.baidu.com/link?url=bsUZYJLOHlTYmSh8iOs-0cZM2daa4ZQqe9M1aBgCbtZYnLCN8PdtGyK77iaP9DXIRV2tqtmo5kblBYXj9qEAra,http://m.scitoday.cn/zhuanlanview.aspx?id=35579
164,...播种梦想向未来——清华、北大、北师大等名校学子在高洲支教,http://www.baidu.com/link?url=pOqa_utdYYcqfm8O1izmKIgMg2lezXRXcsycv9v-NSSygf0NGl7CNBlUifjyrIzJujEUE7jq8i8GDA5SNE5qNtLGdi2tZzQ20H8BzFNpK6_,https://www.zglh.gov.cn/art/2022/7/18/art_4442_1132044.html
165,北京师范大学师生党员同上一堂课!,http://www.baidu.com/link?url=RhOfjXHVWKp3E5yeztiFpU4WlCYGTYDDZPHzk7guiDfWs4L3Yq8r69vKWtxi8-lrTe-4c5l_SbalfaAz1pBGluVaW-_4VEkfp3fJbFP5ckTBrjEBFAeJhavV4OSa0A4UYrSs6A-BA46yeBBm8lVCvlbmgoNz9g6pVyFcEXeLp6oKouhQl3zhI_lNSA6F4Av2sdq4yxc_1iSPGIyzj3wNdh0wnicay1-Z5UyT61pn2RvpUDEAkYA5saLOJxjQraT79JC1dKbImf5HmTkCFnLBc_,https://mp.weixin.qq.com/s?__biz=MzI1MjAxMDUxNQ==&mid=2247590039&idx=1&sn=dc99ee0697d7d7ae0f02c74e28ab3290&chksm=e8a2f32ee2d36ae93edf9d75a789330edbb9f114b7a05440c0739bf7c4b35fbb6f021b56ac59&scene=27
166,北京师范大学“师行西藏”支教活动落幕_教育_手机中国西藏网,http://www.baidu.com/link?url=npIX_U5JdUqIkXHN85wkGg5Z7uj4OZIP9fZdIg4fJf_yli-ERsnldV2HXeSNo14cd45yTGxWx0PPwjDKMFKwLq,http://m.tibet.cn/cn/edu/201908/t20190830_6674443.html
167,北京师范大学党委学生工作部,http://www.baidu.com/link?url=vI4_Ac6PW6qBhic4dMxPCku7OcDfYCh4HGVnIsuHL2qSdSA6EdUHuS9wul8uCsepAn8AHERaaZOZW-1sOYOnSZzFkkmY3cFA6rBbHhS49_oY1mfSo3Rru3lm3cPQPRjj,https://dwxgb.bnu.edu.cn/xwzx/tzgg/97241db14a244b2a96427d9b5c1c4953.html
168,北京师范大学80后思政课教师温静:有如时雨化之者_央广网,http://www.baidu.com/link?url=XqeocFroCTXogWyHvjfw4SfQtnembH9bPe9XoSjHibjH0d53fZUe9yVeJzrzoPtFrzHNWeiKG0Zz-V5qZzTsudp81QLSYN2kdD9YQpu2YRq,https://www.cnr.cn/jy/list/20190422/t20190422_524585819.shtml
